10000	400149.4
100014	1347193.17
100015	191786.4
100020	2461958.87
100032	835954.0700000001
100043	1434468.48
100052	5469178.5
100074	1473235.47
100076	2301692.94
100079	897860.32
100084	999313.2
100098	2220294.9699999997
100105	511360.2
100108	1631242.46
100110	4629769.56
100114	4274948.2
100116	4570771.92
100119	4359673.56
100130	868543.78
100134	7247294.78
100136	364638.41000000003
100142	1945383.72
100147	7163788.44
100152	310028.5
100157	3353048.0
100161	1173190.46
100170	1979383.35
100172	2951887.35
100179	3699838.2
100181	2403254.54
100192	422422.54000000004
100202	10696675.55
100211	1262016.15
100214	897507.52
100215	8395906.61
100221	1028993.4
100226	8769455.0
100227	568145.9400000001
10023	1424461.28
100231	4085673
100251	649837.7000000001
100253	1283015.16
100257	2224883.05
100269	5121828.239999999
100271	177010.80000000002
100278	5052574.24
100286	3807708.59
10029	143211.83
100294	638512.2
100297	2999471.0
100299	3611988.96
100304	3915700.6599999997
100308	8105837.04
100309	5046586.93
100312	1427488.5899999999
10032	1016809.5
100325	1231136.9
100327	496535.92
100349	4568061.62
100355	3485948.0799999996
100368	30396.28
100379	6822465.09
100382	5489536.33
100383	7843878.449999999
100386	915906.88
100389	211608.32
1004	543142.24
100401	1289814.24
100403	3536768.06
100404	1167039.78
100406	45871.35
100407	117920.67
100408	6066350.26
10042	572956.72
100420	3259539.75
100426	4166372.21
100429	2523749.67
10043	5990594.02
100431	520723.98
100436	1202385.86
100450	1411854.5699999998
100455	1800335.57
100458	2703736.8
100476	4228675.92
100478	86985.72
100485	5896800
100510	480499.1099999999
10052	589303.44
100523	1164434.54
100532	526095.0
100553	2022821.4500000002
100562	2361733.11
100568	2647420.7399999998
100570	400462.72
100581	1877738.03
100584	6443603.220000001
100586	1552057.42
100595	2193257.52
100597	6572218.58
100602	410121.28
100604	7754414.33
100611	8559995.85
100620	3881773.5399999996
100622	4900765
100625	3942028.8000000003
100628	1170651.21
100631	145219.03999999998
100635	6163418.5200000005
100644	365351.51999999996
100648	9212185.08
100653	3316339.04
100658	5287345.2
100666	4683941.1899999995
100732	1556308.1099999999
100735	1863269.16
100740	3611772.18
100755	366959.19999999995
10076	1647970.24
100777	5752613.55
100778	1819759.36
100781	2287767.0
100789	244874.69999999998
100794	581706.09
100799	1394631.76
100814	298681.14999999997
100818	1435440.36
100832	722912.0499999999
100837	1142694.96
10084	5428231.62
100840	4192002.08
100844	3777776.5500000003
100857	1052032.08
100860	3786119.5
100864	317652.77
100878	990418.12
100884	2188844.52
100895	96733.52
100901	5989318.96
100905	7765575.859999999
100907	3308175.0
100922	2138002.34
100924	19086.86
100925	3124228.5999999996
100928	4583299.859999999
100932	3784362.93
100933	533656.0
10094	1691537.5
100952	59551.13
100954	4407032.96
100956	8024179.300000001
100958	705499.6
100960	8419403.46
100963	1336561.24
100964	3349627.96
100974	388190.88
100986	5568460.5200000005
100989	4603614.399999999
100995	2379757.8000000003
101006	1197543.04
10101	44804.479999999996
101013	2478005.72
101014	7426352.01
101020	7359244.8
101023	154675.19999999998
101034	5130413.88
10106	2206993.65
101069	1282195.6199999999
10107	3556650.52
101070	394338.96
101085	639389.4199999999
101089	1290854.58
101093	1214246.7
101095	1574613.5
101103	4605429.36
101105	1322368.1099999999
101106	4114923.1
101107	1711458.0
101108	4551522.43
101112	1655364.9000000001
101113	7280867.100000001
101117	575925.75
101127	1971155.46
101152	31215.99
101160	1322828.1
101166	356902.5
101175	1770473.16
101176	499785.33
101178	1008940.96
101188	417065.48000000004
10119	10980015.75
101202	15480.14
101203	5013129.99
101205	4305305.06
101206	3383688.75
101213	1945238.4300000002
101223	68925.25
101225	5336171.2
101229	1552551.0
101237	3083297.79
101242	2335939.58
101248	8048855.49
101256	2193255.6
10126	414814.08
101261	6071751.44
101262	4145807.4400000004
101271	1289743.4
101275	2922268.05
101277	685986.38
101278	2545162.63
101285	7396424.25
101288	3616787.38
101292	722856.68
101293	5190260.04
101295	1349041.62
101296	9135657.620000001
101299	1461785.88
101300	2348561.05
101311	114746.15
101314	354460.19999999995
10132	9770930.780000001
101322	1268956.5999999999
101323	1757013.7200000002
101326	1031901.12
101330	1882410.85
101332	6350555.41
10134	5627578.960000001
101341	1421357.8
101352	1132647.48
101355	1800890
101371	1715970
101372	904219.12
101377	279702.07999999996
101388	448402.71
101399	4176597.69
101402	1361485.05
101407	1032360.12
10141	5104576.08
101418	948151.84
101426	1223972.8
101427	1097392.5
101435	1068357.29
101449	1187515.09
101452	5786862.26
101469	1654631.2399999998
10147	478475.86
101473	870381.1499999999
101478	2577116.42
101484	338694.9
101493	4996575.899999999
101503	2205041.08
101505	838033.75
101509	1519135.75
101510	955101.72
10152	22016.44
101525	1574295.7999999998
101528	6153339.779999999
101543	322301.21
101551	3532460.9400000004
101553	2189576.34
101554	3692163.75
101558	767763.08
101562	499726.4
101568	564134.51
10157	7897046.25
101574	2911693.38
101590	8304555.420000001
10161	404711.42
101620	1959431.57
101624	4457553.24
101625	155928.87
101628	2755001.18
10163	1568799.96
101649	25968.56
101650	1192920.48
101653	2492776.22
101657	4894604.340000001
101663	1293795.93
101671	1819252.4400000002
101674	7879324.6
101681	5045988.12
101689	5125198.54
10169	657060
101692	1322215.26
10170	239717.06
101700	1655844
101703	289032.47
101706	543651.6
101710	1201108.53
101712	477211.68
101718	3261413.82
101726	1372035.76
101727	10473558.100000001
101730	2647207.71
101739	5217516.6
101744	2199591.9000000004
101750	758820.3
101751	178579.19999999998
101755	1882265.31
101756	205308.38
101764	786288.26
101766	1177732.8
101770	2727782.1999999997
101773	4953930.84
101776	1765882.85
101780	1787862.57
10179	1820624.2000000002
101807	4613345.3
10181	13445148.75
101812	6868684.56
101817	92286.81
101823	413519.7
101825	159355.96
101843	137284.4
101847	1171392.03
101853	322212.2
101857	348678.75999999995
10188	498061.48000000004
101881	35504.36
101891	2884547.82
101893	1078630.56
1019	878372.84
101903	49446.0
101905	1287427.4000000001
101909	33580.56
101910	7165328.4
101923	93752.18999999999
101926	6653828.6
101928	2462117.46
101934	419742.0
101935	1958208.82
101963	5200724.16
101966	647944.92
101971	6114165.2
101982	412456.86000000004
101989	178266.66
101997	1250989.74
102000	1066595.74
102007	1498229.74
102008	5573112.88
102018	1327841.5999999999
102022	374195.5
102029	1745362.8
102035	898859.9099999999
102052	4269209.96
102053	3165416.48
102056	4179954.54
102073	6048849.64
102075	1842048.0
102082	768326.96
102095	6131466.24
102105	46027.51
102106	1681286.4
10211	5468102.92
102112	4955937.07
102114	443039.04
102117	2280096.08
102154	1680550
102158	536954.74
102160	1554833.12
102163	7814399.159999999
102176	3223636.22
102180	3120727.98
10219	4047713.2800000003
102193	70638.26
10220	1989890.98
102202	5811518.4
102203	2670863.9699999997
102211	1524408.34
102217	373836.12
102218	155861.85
102220	7597940.13
102221	3512729.1199999996
102223	184733.00999999998
10223	701506.56
102231	6498327.12
102237	8089103.22
102251	33219.33
102254	1131432.84
102257	1798786.74
102261	440991.6
102266	3105384.96
102271	1948656.6
102274	2092555.52
102276	574936.6799999999
102280	3695493.12
102284	8458652.44
102285	424220.22
102292	58244.75
102299	3759109.25
102306	1288174.4200000002
10231	215061.30000000002
102319	1323137.76
102321	983498.0
102323	3017729.2700000005
102326	3163424.7600000002
102342	5526357.5
102343	1250102.88
10235	1471088.8399999999
102379	5379105.6
102386	2986887.09
102387	1983265.92
10239	7122227.84
102393	3726984.3000000003
102398	2300307.25
102403	1789784.8800000001
102406	5434353.600000001
10242	1413501.1099999999
102438	3222968.52
102439	1941588.24
102449	3632214.5999999996
102459	2419771.5
102470	4500798.2
102474	2718534.0
102488	795524.15
102500	2245052.83
102502	78996.87
102513	7367403.2
102522	1085379.96
102524	2402194.34
102525	833366.1
10253	736572.34
102530	2765734.13
10254	541378.89
102546	869037.37
102554	3283716.48
10257	846497.0
102584	1924577.82
102586	4033306.2399999998
102589	10034784.36
102604	1093842.75
102608	2901015.0
102615	2444789.77
102617	6430662.0
102618	3287635.02
102620	2315600.6999999997
102624	2875610.32
102626	723189.0
102627	3148494.7199999997
102640	613566.72
102644	4196039.96
102646	7528846.9
102649	1589412.74
102651	5430802.86
102652	1703541.78
102662	3179761.4999999995
102671	1251761.46
102680	325961.34
102681	2478272.58
102682	468366.6
10269	3147756.03
102701	3208455.25
102702	5637317.2
10271	1534397.3399999999
102712	7209639.0
102723	870931.89
102724	6612364.8
102725	1340536.5
102727	294125.58
102731	16809.92
102736	108151.17
102737	497291.94
102741	3860570.93
102761	6418446.18
102779	3065316.6
10278	501472.8
102788	1029510.5
102795	471722.58
