ALGERIA	1992	1733990.8597
ALGERIA	1993	1826274.1401
ALGERIA	1994	1438650.0369
ALGERIA	1995	1866545.3384
ALGERIA	1996	1915743.8117
ALGERIA	1997	1975124.8046000001
ALGERIA	1998	931303.2047
ARGENTINA	1992	1530076.7983
ARGENTINA	1993	1843316.853
ARGENTINA	1994	2120567.8071
ARGENTINA	1995	1656227.6924
ARGENTINA	1996	1758128.3616
ARGENTINA	1997	1380409.3943
ARGENTINA	1998	1411123.2936
BRAZIL	1992	1600957.5672
BRAZIL	1993	2133016.5819
BRAZIL	1994	1978576.9851
BRAZIL	1995	1991754.3334
BRAZIL	1996	1802231.3849
BRAZIL	1997	1908233.1853999998
BRAZIL	1998	847752.0142
CANADA	1992	2019688.2427
CANADA	1993	2051877.2301
CANADA	1994	1965351.4737
CANADA	1995	1582186.7741
CANADA	1996	1857444.1676999999
CANADA	1997	2111864.8808999998
CANADA	1998	1041575.6278
CHINA	1992	1719655.0403999998
CHINA	1993	1979100.1402999999
CHINA	1994	1940447.5192
CHINA	1995	1997422.4738999999
CHINA	1996	2513819.3928
CHINA	1997	1922197.5793
CHINA	1998	799051.1762999999
EGYPT	1992	1779664.4936
EGYPT	1993	2029872.7027999999
EGYPT	1994	1842793.6953
EGYPT	1995	1816116.3098
EGYPT	1996	2426303.0634999997
EGYPT	1997	2335762.8062
EGYPT	1998	924131.4604999999
ETHIOPIA	1992	1871949.192
ETHIOPIA	1993	1731895.5757
ETHIOPIA	1994	1602123.7781
ETHIOPIA	1995	1764203.362
ETHIOPIA	1996	1883907.7604
ETHIOPIA	1997	1620370.204
ETHIOPIA	1998	850267.4114999999
FRANCE	1992	1633908.9907999998
FRANCE	1993	2018874.5929
FRANCE	1994	1917495.2526
FRANCE	1995	1742024.1432
FRANCE	1996	1668537.8739999998
FRANCE	1997	1628655.9271
FRANCE	1998	1307543.696
GERMANY	1992	1439053.3138
GERMANY	1993	2076429.287
GERMANY	1994	1897447.8116
GERMANY	1995	2009598.061
GERMANY	1996	1688952.6920999999
GERMANY	1997	1453485.8872
GERMANY	1998	972727.0536999999
INDIA	1992	1566036.6579
INDIA	1993	1751488.1052
INDIA	1994	1673974.0283
INDIA	1995	2083311.8362999998
INDIA	1996	1761978.3957999998
INDIA	1997	1710352.4335999999
INDIA	1998	1108128.6121
INDONESIA	1992	2235826.3787
INDONESIA	1993	1668567.7597
INDONESIA	1994	2350432.9978
INDONESIA	1995	1488505.433
INDONESIA	1996	2542878.7681
INDONESIA	1997	2312801.4507
INDONESIA	1998	1086063.6239
IRAN	1992	1851328.3164000001
IRAN	1993	1967677.8466
IRAN	1994	1402331.4326
IRAN	1995	1835501.1564
IRAN	1996	1793504.6571
IRAN	1997	2054482.4337
IRAN	1998	1205646.4546
IRAQ	1992	1862595.1905999999
IRAQ	1993	2027166.8531
IRAQ	1994	2431492.0302
IRAQ	1995	1761966.5982
IRAQ	1996	2448962.276
IRAQ	1997	2414529.1941
IRAQ	1998	1264955.7004
JAPAN	1992	1570623.6239
JAPAN	1993	1632154.5452999999
JAPAN	1994	1869577.2846
JAPAN	1995	1587919.997
JAPAN	1996	1742045.9488
JAPAN	1997	1724758.203
JAPAN	1998	998983.3208
JORDAN	1992	1524927.3937
JORDAN	1993	1905861.2601
JORDAN	1994	1832782.2712
JORDAN	1995	1964428.6593
JORDAN	1996	1851308.9736
JORDAN	1997	2072969.5523
JORDAN	1998	935529.6783
KENYA	1992	1786471.8029
KENYA	1993	1799240.1516999998
KENYA	1994	1194715.7179
KENYA	1995	1810212.4584
KENYA	1996	1380064.9182
KENYA	1997	1531931.3255999999
KENYA	1998	967157.2825
MOROCCO	1992	1664892.4849
MOROCCO	1993	1609772.6121999999
MOROCCO	1994	2003362.7770999998
MOROCCO	1995	1815929.5235
MOROCCO	1996	1896027.0308
MOROCCO	1997	1655333.8072
MOROCCO	1998	1652648.4962
MOZAMBIQUE	1992	1936344.6471
MOZAMBIQUE	1993	2200084.2881
MOZAMBIQUE	1994	1832002.7981
MOZAMBIQUE	1995	1619204.2859
MOZAMBIQUE	1996	1876959.9945
MOZAMBIQUE	1997	2149052.2235
MOZAMBIQUE	1998	1022535.7868
PERU	1992	2630878.4664
PERU	1993	2312574.4561
PERU	1994	1989690.5288
PERU	1995	1924957.2522999998
PERU	1996	1978838.437
PERU	1997	1509735.6598
PERU	1998	1029023.5026
ROMANIA	1992	1866478.2216999999
ROMANIA	1993	1926814.8998999998
ROMANIA	1994	1755042.1502
ROMANIA	1995	2446914.942
ROMANIA	1996	2150588.3038
ROMANIA	1997	2014797.192
ROMANIA	1998	1427162.1387999998
RUSSIA	1992	2325218.7393
RUSSIA	1993	1919350.2041
RUSSIA	1994	1978457.3267
RUSSIA	1995	2122479.7515
RUSSIA	1996	2292999.0727
RUSSIA	1997	1952900.4854
RUSSIA	1998	930884.3113
SAUDI ARABIA	1992	2139695.6533
SAUDI ARABIA	1993	2207807.7753999997
SAUDI ARABIA	1994	1892552.9335999999
SAUDI ARABIA	1995	2032623.1414
SAUDI ARABIA	1996	2042769.6897
SAUDI ARABIA	1997	2199419.0279
SAUDI ARABIA	1998	957702.8898
UNITED KINGDOM	1992	1965865.5395
UNITED KINGDOM	1993	1676274.4753
UNITED KINGDOM	1994	1779172.7477
UNITED KINGDOM	1995	1812055.7752
UNITED KINGDOM	1996	1848644.1182
UNITED KINGDOM	1997	1560225.6656
UNITED KINGDOM	1998	1189353.2104
UNITED STATES	1992	2067504.4360999998
UNITED STATES	1993	2137457.2848
UNITED STATES	1994	1825654.3608
UNITED STATES	1995	1958713.4281
UNITED STATES	1996	1850650.7164
UNITED STATES	1997	1689877.7937999999
UNITED STATES	1998	965299.4532
VIETNAM	1992	1723593.6114999999
VIETNAM	1993	1863437.3562999999
VIETNAM	1994	2077723.0938
VIETNAM	1995	1796453.1386
VIETNAM	1996	2592135.5235
VIETNAM	1997	1769308.3338
VIETNAM	1998	1186557.8625999999
