10000	400149.40
100014	1347193.17
100015	191786.40
100020	2461958.87
100032	835954.07
100043	1434468.48
100052	5469178.50
100074	1473235.47
100076	2301692.94
100079	897860.32
100084	999313.20
100098	2220294.97
100105	511360.20
100108	1631242.46
100110	4629769.56
100114	4274948.20
100116	4570771.92
100119	4359673.56
100130	868543.78
100134	7247294.78
100136	364638.41
100142	1945383.72
100147	7163788.44
100152	310028.50
100157	3353048.00
100161	1173190.46
100170	1979383.35
100172	2951887.35
100179	3699838.20
100181	2403254.54
100192	422422.54
100202	10696675.55
100211	1262016.15
100214	897507.52
100215	8395906.61
100221	1028993.40
100226	8769455.00
100227	568145.94
10023	1424461.28
100231	4085673.00
100251	649837.70
100253	1283015.16
100257	2224883.05
100269	5121828.24
100271	177010.80
100278	5052574.24
100286	3807708.59
10029	143211.83
100294	638512.20
100297	2999471.00
100299	3611988.96
100304	3915700.66
100308	8105837.04
100309	5046586.93
100312	1427488.59
10032	1016809.50
100325	1231136.90
100327	496535.92
100349	4568061.62
100355	3485948.08
100368	30396.28
100379	6822465.09
100382	5489536.33
100383	7843878.45
100386	915906.88
100389	211608.32
1004	543142.24
100401	1289814.24
100403	3536768.06
100404	1167039.78
100406	45871.35
100407	117920.67
100408	6066350.26
10042	572956.72
100420	3259539.75
100426	4166372.21
100429	2523749.67
10043	5990594.02
100431	520723.98
100436	1202385.86
100450	1411854.57
100455	1800335.57
100458	2703736.80
100476	4228675.92
100478	86985.72
100485	5896800.00
100510	480499.11
10052	589303.44
100523	1164434.54
100532	526095.00
100553	2022821.45
100562	2361733.11
100568	2647420.74
100570	400462.72
100581	1877738.03
100584	6443603.22
100586	1552057.42
100595	2193257.52
100597	6572218.58
100602	410121.28
100604	7754414.33
100611	8559995.85
100620	3881773.54
100622	4900765.00
100625	3942028.80
100628	1170651.21
100631	145219.04
100635	6163418.52
100644	365351.52
100648	9212185.08
100653	3316339.04
100658	5287345.20
100666	4683941.19
100732	1556308.11
100735	1863269.16
100740	3611772.18
100755	366959.20
10076	1647970.24
100777	5752613.55
100778	1819759.36
100781	2287767.00
100789	244874.70
100794	581706.09
100799	1394631.76
100814	298681.15
100818	1435440.36
100832	722912.05
100837	1142694.96
10084	5428231.62
100840	4192002.08
100844	3777776.55
100857	1052032.08
100860	3786119.50
100864	317652.77
100878	990418.12
100884	2188844.52
100895	96733.52
100901	5989318.96
100905	7765575.86
100907	3308175.00
100922	2138002.34
100924	19086.86
100925	3124228.60
100928	4583299.86
100932	3784362.93
100933	533656.00
10094	1691537.50
100952	59551.13
100954	4407032.96
100956	8024179.30
100958	705499.60
100960	8419403.46
100963	1336561.24
100964	3349627.96
100974	388190.88
100986	5568460.52
100989	4603614.40
100995	2379757.80
101006	1197543.04
10101	44804.48
101013	2478005.72
101014	7426352.01
101020	7359244.80
101023	154675.20
101034	5130413.88
10106	2206993.65
101069	1282195.62
10107	3556650.52
101070	394338.96
101085	639389.42
101089	1290854.58
101093	1214246.70
101095	1574613.50
101103	4605429.36
101105	1322368.11
101106	4114923.10
101107	1711458.00
101108	4551522.43
101112	1655364.90
101113	7280867.10
101117	575925.75
101127	1971155.46
101152	31215.99
101160	1322828.10
101166	356902.50
101175	1770473.16
101176	499785.33
101178	1008940.96
101188	417065.48
10119	10980015.75
101202	15480.14
101203	5013129.99
101205	4305305.06
101206	3383688.75
101213	1945238.43
101223	68925.25
101225	5336171.20
101229	1552551.00
101237	3083297.79
101242	2335939.58
101248	8048855.49
101256	2193255.60
10126	414814.08
101261	6071751.44
101262	4145807.44
101271	1289743.40
101275	2922268.05
101277	685986.38
101278	2545162.63
101285	7396424.25
101288	3616787.38
101292	722856.68
101293	5190260.04
101295	1349041.62
101296	9135657.62
101299	1461785.88
101300	2348561.05
101311	114746.15
101314	354460.20
10132	9770930.78
101322	1268956.60
101323	1757013.72
101326	1031901.12
101330	1882410.85
101332	6350555.41
10134	5627578.96
101341	1421357.80
101352	1132647.48
