1	Supplier#000000001	N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ	27-918-335-1736	674157.0941999998
10	Supplier#000000010	Saygah3gYWMp72i PY	34-852-489-8585	652852.7439
100	Supplier#000000100	rIlN li8zvW22l2slbcx ECP4fL	31-351-324-5062	726710.0301999999
1000	Supplier#000001000	sep4GQHrXe	27-971-649-2792	762209.396
101	Supplier#000000101	8KUTzVw32Pw3PD7 h,YJ0ysOoBtz9JfZI	21-970-795-5691	1207647.4663
102	Supplier#000000102	pDmsZ3V8W7NR1wW	18-884-693-5785	672711.5884000001
103	Supplier#000000103	hBpQ4GYblzpHKTgATLPAS6ph3	12-442-523-5043	709388.1763
104	Supplier#000000104	Dcl4yGrzqv3OPeRO49bKh78XmQEDR7PBXIs0m	16-434-972-6922	775270.9419999998
105	Supplier#000000105	cB YSy5Bla	14-951-800-2742	506185.75409999996
106	Supplier#000000106	50EV3vyfAsWJAjTbT4qwU	31-810-990-4600	638962.6937
107	Supplier#000000107	fqniA2vC1VZU5DZG2TBiN	26-958-723-2164	1279198.4533
108	Supplier#000000108	eL47lfhfMP7zRw	34-341-415-7878	925159.5486999998
109	Supplier#000000109	4 63llZBLxtWRa A	31-405-311-8656	844828.6910999999
11	Supplier#000000011	JfwTs,LZrV, M,9C	28-613-996-1505	730610.8010999999
110	Supplier#000000110	ehv9ObpyN0	25-824-874-9077	820591.8792000001
111	Supplier#000000111	uv56H9j8cNa4qnflVSYbLNN	14-256-573-2660	1028831.6614999999
112	Supplier#000000112	vdWe5lfgvisRCxdd85DTOZHqAzcuq7f7KKThA	22-617-876-1402	627369.0863999999
113	Supplier#000000113	5 YOpqbaHs7dR gG4EmXrI7XtA7DcnRMsWPU1z2D	21-211-117-1937	754009.6747
114	Supplier#000000114	Uvz iykaBYOC	30-998-334-7841	725649.0913000001
115	Supplier#000000115	nJ 2t0f7Ve,wL1,6WzGBJLNBUCKlsV	33-597-248-1220	979411.3989
116	Supplier#000000116	gABGPfNYwB 9g1rMYWSAhpo 4	23-188-305-1829	440355.9315999999
117	Supplier#000000117	ZnlLNC,8YN10T4mjI8eq5bJ	28-470-879-3141	898254.4103
118	Supplier#000000118	BYtvNtFpQAHHoBFWF	10-475-868-5521	847364.6405999999
119	Supplier#000000119	4CxBrM0o4yt6LYFxZIyZ89Xnf8LZNn6KcYc	28-558-264-1202	843497.7822
12	Supplier#000000012	aLIW  q0HYd	18-179-925-7181	1103698.402
120	Supplier#000000120	TNxoTw0SiMmQzGfZY9fTSkL2kmtPwvtR2L	17-645-761-5674	775632.9843999998
121	Supplier#000000121	CWGri,tKI 7gDcDsI	16-275-849-2485	824965.6614000001
122	Supplier#000000122	2RUSHHspScCVTWC6z vw2XVR	26-432-258-4986	879776.0623999999
123	Supplier#000000123	IqRn20xsj5ibqAQjb6YNQf0xah	29-602-688-1506	687038.4528000002
124	Supplier#000000124	vmVadCZ xHPbQQA2fLxr68T1YhmjVSuRUJKCrcq6	18-313-889-3713	1059378.4805
125	Supplier#000000125	XG eO4Xb4TSF7rj4R6WRQ1v2seTlyga3tvFZaC	12-419-430-3983	656142.8672999999
126	Supplier#000000126	CaO4YuZ oSkzemn	24-728-670-3468	865076.3717999997
127	Supplier#000000127	VEqo3HZJ,0ggcaxvqZnW7Rq7l,cPqfKgX2bIRavM	11-265-565-1616	791750.4225000002
128	Supplier#000000128	u,I0ayLPI2HKL	33-957-200-2556	716110.8326
129	Supplier#000000129	9kWUk5K 7TAR40dW5nVeg i60Fy	25-314-164-7014	901202.2121000002
13	Supplier#000000013	HK71HQyWoqRWOX8GI FpgAifW,2PoH	13-727-620-7813	538181.1413
130	Supplier#000000130	Rnt93MAs0EpPZjPYQIlGOWNUjk	33-322-101-6260	677129.2651999998
131	Supplier#000000131	u3mTHMgBC0yJTLufr01TuHImgflQUXv	24-293-181-3975	626722.6995
132	Supplier#000000132	sU92Jd3aQSbV	15-776-909-1326	1015747.0420000001
133	Supplier#000000133	QT,semYwdx	14-731-952-5158	940241.5014
134	Supplier#000000134	Nv7dxj4FGWrdcP56RmNci	16-184-952-7778	846815.5451999999
135	Supplier#000000135	F4Uy ZQNU6ESTmO3mrL,mI	17-290-812-8855	536667.0327999999
136	Supplier#000000136	SyWVom9ZFrTA6BMAS	18-175-739-8397	504689.0226
137	Supplier#000000137	j81M1VQCvKcIVnpMnIUnBNVUOm0XYJuJY	28-108-440-4890	679499.0543
138	Supplier#000000138	utbplAm g7RmxVfYoNdhcrQGWuzRqPe0qHSwbKw	29-533-434-6776	1006501.6529000001
139	Supplier#000000139	2mQLQsVJ8WLBSnl0R bXrcyTgqXKrplgxb	32-788-265-2743	835464.0405000001
14	Supplier#000000014	EXsnO5pTNj4iZRm	25-656-247-5058	673512.315
140	Supplier#000000140	mdfYYe8U sSb	26-379-377-5829	710101.9344000001
141	Supplier#000000141	5IN1dvjqFhyfKxoslkY3UL7CrNVPCZmq	20-557-547-7976	775321.6549999998
142	Supplier#000000142	HvfHnP57pz0w6l	26-302-532-7958	1186656.0733000005
143	Supplier#000000143	a3v,6RZMN9p FzRTdV,fm7ehoVgEhifejGnrNY4H	22-916-300-5765	726946.0045
144	Supplier#000000144	f8tddEKps816HHqNwsKdn3	30-726-423-7363	773351.7905999998
145	Supplier#000000145	pSsVRBOlNKVuvXcjAEKxxy0hD8kA aZf	16-136-582-9756	526042.0387
146	Supplier#000000146	rBDNgCr04x0sfdzD5,gFOutCiG2	32-792-619-3155	831913.0960000001
147	Supplier#000000147	oLdl SQpf,ZXebBw5F3g9	33-828-583-6731	519142.81820000004
148	Supplier#000000148	bkCBZzewuerw8xHv	17-648-666-9156	682440.0850999999
149	Supplier#000000149	pVyWsjOidpHKp4NfKU4yLeym	16-660-553-2456	754356.4272
15	Supplier#000000015	olXVbNBfVzRqgokr1T,Ie	18-453-357-6394	729754.6642
150	Supplier#000000150	kZajmmtJB4g,nNlaHxUvXLfZW0hVtnR35LKA	15-169-420-7828	499382.3832
151	Supplier#000000151	2hd,3OAKPb39IY7 XuptY	32-960-568-5148	710987.4454000002
152	Supplier#000000152	jTZy8PjLJqfLxgHm7,fDoJu7ZMs luO2YmN63	34-659-493-1274	601989.539
153	Supplier#000000153	qkCHAU1v9CtEBOGXhdFXJsx5L5gViVm5k,	19-346-843-5260	836239.6284
154	Supplier#000000154	gB51OPlY yleFDn,pnDRbsDqy1gYM,SNRbo	23-471-808-2661	1268013.5006000004
155	Supplier#000000155	NFoZlgq90N33cC4HbLcfIGb1uqIZy85l42qa6	32-417-987-3690	679423.1279999999
156	Supplier#000000156	,KXbCcjqZNjmyHzeqaL4	15-106-692-4998	1280562.6663
157	Supplier#000000157	,mEGorBfVIm	13-776-259-5994	532257.3142
158	Supplier#000000158	fkjbx7,DYi	17-873-902-6175	443432.34739999997
159	Supplier#000000159	xftQu5vkiD6BF	14-606-224-3002	812312.4269
16	Supplier#000000016	YjP5C55zHDXL7LalK27zfQnwejdpin4AMpvh	32-822-502-4215	902118.2300999999
160	Supplier#000000160	LG6VM3F8MhGnmoZUpyqHgsV0IP6gOagh	14-471-505-8811	491530.8742
161	Supplier#000000161	fsteD4OulIaUNa IPXVesILV	10-604-123-7428	670982.3791000001
162	Supplier#000000162	hf2fnryOkI9VjFN8R8i5rRWguXzdlMu3o	19-905-888-6020	648576.0651
163	Supplier#000000163	1MhydNirC ,cuLIZezbkUxJhAC53ii,B	22-980-516-1217	641715.0744
164	Supplier#000000164	7H,0hAZkls5qVS 6sjbnVnQtpjMnGEv3gKXVS	12-414-446-6598	853425.0997000001
165	Supplier#000000165	iPso5qCxSnxaNsRe9AU05Vl9hWm5oHIS	24-906-333-8640	1158057.1004999997
166	Supplier#000000166	zCr2Z0hHyLjSz	23-117-751-3240	757823.5216000001
167	Supplier#000000167	FEDldnEfBHVGOmKdFevemmG2	30-725-194-1727	1297010.5832
168	Supplier#000000168	NNvNhn6dWzr80Igr	19-985-776-2090	627440.1109999999
169	Supplier#000000169	ycymrfB5JV1vU,swPXggAt	23-698-509-1073	632511.7911
17	Supplier#000000017	c2d,ESHRSkK3WYnxpgw6aOqN0q	29-601-884-9219	618460.2281
170	Supplier#000000170	RtsXQ,SunkA XHy9	33-803-340-5398	614981.5451999999
171	Supplier#000000171	eRpB8T GdtMBvJOo	20-229-200-1299	832771.7212000001
172	Supplier#000000172	NckigAXBRUXbJI	32-481-329-1585	771051.3670999998
173	Supplier#000000173	OqQzF6rfxDvkjpMXVCwGfQzj4oTHBHyW5kC5Gjxd	22-640-545-4690	665165.2892000001
174	Supplier#000000174	e1NMjwAq6RdyIKeA	32-840-184-9487	846639.7935000001
175	Supplier#000000175	Lgv gYbBdu S9	22-392-226-3266	335649.5617999999
176	Supplier#000000176	OLVnGuOx8m6NfApzODj4 JP01JJIm,qI53BChmgQ	20-970-245-2712	1166069.8447
177	Supplier#000000177	IUZ 7G x212nzZY5aQS	22-246-174-4465	870483.5996999999
178	Supplier#000000178	VJ9DInoVjbDg	26-471-122-2582	713790.8574999999
179	Supplier#000000179	d3le3XaTUC	29-560-587-5604	966283.6405999998
18	Supplier#000000018	PGGVE5PWAMwKDZw	26-729-551-1115	416800.9001
180	Supplier#000000180	JJzFp5wZcS0KpMLM95tYmq5Pv526UBfT8vrfwBk	17-600-237-1665	887874.4604000002
181	Supplier#000000181	7g8adZQXXuHAYdoULLDVKYRtBhdddGqYj7pMzva	24-682-737-4806	723826.4451999998
182	Supplier#000000182	KuSXGdsAdYdkhzVLmgo4Xs	17-825-333-7344	681797.2734000001
183	Supplier#000000183	zAAIv68BEXvllrfgsW,i8e	10-842-403-7954	623560.9734
184	Supplier#000000184	VTbbcJp9vdqn,tJA5pG5V,596mud6ZdspXgpUWX	11-802-685-1889	876855.7004
185	Supplier#000000185	F4C0AWRPk3	27-586-282-7422	884209.2548999999
186	Supplier#000000186	g huGEW5nrQ0Lmd6	11-398-253-5445	552770.069
187	Supplier#000000187	oMtyTl6hTyLQhiBwrUaa42zKOjfNobEq	28-127-320-9230	418474.4068
188	Supplier#000000188	boP,dP6PjNCADoMv3FaXKRREikgs4J7cYng	30-573-811-4001	597471.2529999999
189	Supplier#000000189	SlPFDFJnn4gtrol	19-482-239-6669	1031095.2474999999
19	Supplier#000000019	edZT3es,nBFD8lBXTGeTl	34-278-310-2731	774740.2849999999
190	Supplier#000000190	qpXGL8oM1 wzQd	20-995-359-7606	707996.5047
191	Supplier#000000191	X dZg6Dtv17X7	28-437-699-1621	1000935.2385
192	Supplier#000000192	Tub1t4UlJwZ5U	25-585-189-5975	840197.1921000001
193	Supplier#000000193	0HvoBt,qEF EaKzYNCl	15-872-804-8448	817253.8546
194	Supplier#000000194	MDIkT8cHs7	19-741-822-3512	1162961.9491
195	Supplier#000000195	xWy21YlUy3R6L01	12-395-261-9720	1171995.7406
196	Supplier#000000196	TQX4fMwB5tXoz4Fi4CEhALhi6	28-430-406-1127	968029.6510000002
197	Supplier#000000197	YC2Acon6kjY3zj3Fbxs2k4Vdf7X0cd2F	13-999-250-8664	850455.9375
198	Supplier#000000198	ncWe9nTBqJETno	16-355-298-7120	406753.0562
199	Supplier#000000199	k,8F8FGDuN 3udblO	32-268-147-8879	554586.3181
2	Supplier#000000002	89eJ5ksX3ImxJQBvxObC,	15-679-861-2259	647509.2973000001
20	Supplier#000000020	iybAE,RmTymrZVYaFZva2SH,j	13-715-945-6730	467362.52739999996
200	Supplier#000000200	MNqafnV52UKvwuk3jFCn,AJkL	21-962-509-4762	718046.2892
201	Supplier#000000201	e3lZO QY9QpCVdc0HXrqXB5uxXnOi r	28-782-585-7326	731223.3696999999
202	Supplier#000000202	NALZjSfea6SY zB1,I09OJYGrA8bwR4pU	33-549-918-5721	948995.5031000001
203	Supplier#000000203	wvdhblw9JkIe52z0gnGSDrDBsMsI3Aidqk	11-257-649-3327	1126981.5818999999
204	Supplier#000000204	7bts1RIiMsy35F6V7 lC	25-718-760-9193	961638.203
205	Supplier#000000205	rF uV8d0JNEk	13-272-651-7242	848917.3199000001
206	Supplier#000000206	hva5xXEn5j7H27CdKcjFqi,QnunUZyt8,a	29-156-330-8311	980294.7152
207	Supplier#000000207	0QmBvfdQPh7Xy09txlnJcv	12-245-833-1389	616048.1675999999
208	Supplier#000000208	kr uyD ,K95lEvq77tuHVjOJM57	14-932-450-9228	660643.0887999999
209	Supplier#000000209	fpTboatC6ogrozMPApz2DXmlukC9YVzCLCgQOtgU	28-134-789-6780	891361.8017000001
21	Supplier#000000021	81CavellcrJ0PQ3CPBID0Z0JwyJm0ka5igEs	12-253-590-5816	645692.0373
210	Supplier#000000210	eC5 e7DXYBWi8XlnFtBxF,tSWPyQAzqb8gAZ	12-385-448-5157	641478.432
211	Supplier#000000211	acmexYmhAZhFyM	12-150-553-5979	533949.4229
212	Supplier#000000212	ZutN4kNIsv7sPWIV9,7	17-617-724-5874	849859.9190000002
213	Supplier#000000213	1s7 4odatD2BWz1QjXR2 2SnFhc,Rvr2Icxh1m7f	28-317-938-6979	812377.7897999999
214	Supplier#000000214	B3uLKyb, xkfHbTSUBe6HwwaBPdCvhiOqO4y	24-114-624-8961	526696.5971999998
215	Supplier#000000215	YmZQvVCVanip2E	22-333-479-3656	416782.00769999996
216	Supplier#000000216	K83M7iWDJx N Y	24-182-902-2539	828946.9936000002
217	Supplier#000000217	UVrZj7M2mMd7JLjbc tvFmQad14d1oid	25-113-702-9259	628250.0584
218	Supplier#000000218	c7CBVglgEM0XU,8bOU76GjEr5L5EXu9Uxa7U	20-180-767-8426	773960.0671999998
219	Supplier#000000219	f0siVrn1T,dOIJgYU	19-708-346-1944	819106.1017000001
22	Supplier#000000022	okiiQFk 8lm6EVX6Q0,bEcO	14-144-830-2814	772780.1364
220	Supplier#000000220	uvWVvuY3tHcE2W34jcO538wy6	29-197-645-8102	969388.6994000002
221	Supplier#000000221	aU oCBZs0CUUTU	21-402-925-9045	778799.8494000001
222	Supplier#000000222	2JQCRHT8coRlrMria2	25-899-779-7536	892616.2761000001
223	Supplier#000000223	MCS3 zWF3Py8UZK PHdI6LsQD98phHJ7	12-790-796-4808	822652.4441
224	Supplier#000000224	iD7eF,uwQxxPCAFTmdXYV7N	15-446-447-2944	726183.4264000001
225	Supplier#000000225	6Ez0sxpUfmtjqFDO	19-787-123-9863	441699.9906
226	Supplier#000000226	83qOdU2EYRdPQAQhEtn GRZEd	13-768-844-6969	737447.2897000001
227	Supplier#000000227	Qo959Dll Bd7xvfq3ELtCq	14-215-994-7949	1185032.5087
228	Supplier#000000228	pyTY uocaSasIUlrHUbBwM,r,	24-920-216-6514	696098.5427
229	Supplier#000000229	ycjgLrk,w8DcakfwTS1SO5kVch	24-392-655-8913	1160219.3263
23	Supplier#000000023	ssetugTcXc096qlD7 2TL5crEEeS3zk	19-559-422-5776	538778.3798999999
230	Supplier#000000230	TgT146Clu9ODbYYBx4Wd8oe	11-819-222-2128	1134512.9757
231	Supplier#000000231	uZfFnyAs9oFJ0No97rtQ OIV1AOYi	15-551-432-9958	560726.2817
232	Supplier#000000232	90YJjotHlfwyieaTfuBJ8kohU5Oc83bESout,p	17-478-427-3811	701915.4831
233	Supplier#000000233	Pu9mqssUjJNoqiGG4vfLTn3ENJnNPVrBNnXJM5Eb	16-283-737-6972	829595.9410999999
234	Supplier#000000234	iMrk7HUD87at3IIh4rBi	34-187-193-2209	577844.7956000001
235	Supplier#000000235	W89jjgy458	18-835-352-6531	860266.8795999999
236	Supplier#000000236	dZExtd1dlMyrPdSqDC3	25-250-525-2436	565362.9891
237	Supplier#000000237	NzEXFiPN5tnrZzs1E,uGeoEqolOlDYE7oQHnQWg	33-976-749-2413	1060771.6342
238	Supplier#000000238	xjSZNq AIqmrV UfxyGcS04RYOzW	18-950-354-3488	622234.1849
239	Supplier#000000239	XO101kgHrJagK2FL1U6QCaTE ncCsMbeuTgK6o8	32-396-654-6826	988638.1774999999
24	Supplier#000000024	C4nPvLrVmKPPabFCj	10-620-939-2254	552381.9485
240	Supplier#000000240	yMzL86zw28z6sMa	20-843-630-4161	764088.6316000002
241	Supplier#000000241	K3sXvTEnHT9yQSbzZmbPNY0,iPQsmySI	18-213-514-9357	1029126.7369
242	Supplier#000000242	cpZMlI77TRq	21-489-286-5908	1134321.3943
243	Supplier#000000243	8aQ3HGeOXxgYeMAXZQe B5y2RKEF5jdmN3Qb	16-554-376-5494	882880.5677999998
244	Supplier#000000244	c6fBN9a 6EOcB1ZjbImMBAQMwI BKScDNVRP8	11-556-986-9638	864777.6719
245	Supplier#000000245	8qUceq1TSsNaTol3Ul6TDNSu9yRddanHEL	18-739-793-2096	687978.5576
246	Supplier#000000246	BatWQwH8DgkBs	14-278-988-3903	777970.5167
247	Supplier#000000247	0bkES oiL2joJGmxdGwPfVCOL,pIQ4JNZBPnOR	33-695-935-2388	914983.5362
248	Supplier#000000248	vDPBiu4L7hPZxwaEoNW u,zHgXVHvBXFBdfuek	16-646-663-7202	1149159.5249
249	Supplier#000000249	ktpns6Bvu4fP8Wzzlc8	20-241-221-7700	968085.0722999999
25	Supplier#000000025	RCQKONXMFnrodzz6w7fObFVV6CUm2q	32-431-945-3541	924745.0354999999
250	Supplier#000000250	JkzOvHRi1rEdkZ	19-347-403-1571	1013066.4408
251	Supplier#000000251	Uqi3s, iqzLxI4duoRfgkciiN4XuCvITGIUf	31-869-288-1674	866835.1218
252	Supplier#000000252	xcaKgadrug	21-860-636-2585	787869.0604000002
253	Supplier#000000253	DbryhLi6gCv8A P9FkjNp56mLP4KnV9Do	31-811-659-6792	578532.9564
254	Supplier#000000254	c6h4mizJAVT0Oz	17-100-212-8737	663498.9097
255	Supplier#000000255	qx16XyCEUh9OawVeQWOlGlhAU32iHFPNkO	28-629-327-4139	1053703.4597
256	Supplier#000000256	ma15idU1PzO7itP67W1Rd	21-370-961-2170	779633.4497
257	Supplier#000000257	BjFRji2XvSyOVe MHMP9r5vC2eP4kfF GXwBe	26-806-563-6761	855553.2209999999
258	Supplier#000000258	z8ImnYbuBbohh1 WT	17-820-568-1141	944740.2137999999
259	Supplier#000000259	2zzYBzG12K	20-901-530-6532	653545.1603
26	Supplier#000000026	iV,MHzAx6Z939uzFNkq09M0a1 MBfH7	31-758-894-4436	709951.5720000002
260	Supplier#000000260	TQGxRpJe08nPRqPYDIMTnst87mC0HZJ,rlnCQTF	33-226-804-7400	585565.8241999999
261	Supplier#000000261	vUT2UDI,GAqIA	10-547-567-3297	845204.7652
262	Supplier#000000262	3kCm2eN3Jra2UzvWWBm,P04b	30-952-865-8647	661641.4680999999
263	Supplier#000000263	7Vdou,WjHE	24-203-272-3139	573142.4524999999
264	Supplier#000000264	Oeq2ei9wRqt6yOuAAb0KoMRyoH4v	29-870-178-3535	752466.1848000002
265	Supplier#000000265	eHF4Edu,B8,NgBSSEV4xNC37i1q08WCNKyOe6jP	29-734-865-6334	775565.5676
266	Supplier#000000266	LGWx4Xcq0GwQVwTR	33-256-678-2321	883339.4185
267	Supplier#000000267	,E9NoXeK5qOwVRoutS,X8Gr	20-501-962-2896	883881.9765999998
268	Supplier#000000268	ApLM6aebtP79LIp	33-863-692-9039	759648.4517
269	Supplier#000000269	LxOgEClzbXDEYHYG2ZMFoWHrD,C	12-988-623-6829	987369.3849999998
27	Supplier#000000027	lC4CjKwNHUr6L4xIpzOBK4NlHkFTg	28-708-999-2028	619459.8156
270	Supplier#000000270	PM P65mhBoeFWkFMi9,	33-682-295-4727	664180.0461999997
271	Supplier#000000271	U0BSsnILvbk7mL1cim,ZX70QIiTz	25-270-292-6296	604944.3387
272	Supplier#000000272	ywrDqLLTfKUF93	17-209-164-6836	1081915.5424
273	Supplier#000000273	O0TyoQXlzJx	25-247-243-3871	857244.8956000002
274	Supplier#000000274	usxbl9KSW41DTE6FAglxHU	31-571-345-4549	915934.3471999998
275	Supplier#000000275	Mh9eZVjmBPZc5I2KHcMcfZOYbpFqrlVOLR	31-446-410-5215	637451.6874999999
276	Supplier#000000276	KdVDs6EGfWVsPdjuCh9iep	16-752-344-8255	670969.3515
277	Supplier#000000277	REebuerbQmMxlbCXnl2ihK,VyItkTNxU36  c	22-758-939-2357	596292.0494
278	Supplier#000000278	gBQmkVmclUGbjwHVtrdmCk9Dwqd2Dez1	19-563-887-6379	1270269.6941
279	Supplier#000000279	aVGVO0XNwTEkFwH0OhaQMJC7un0EizPpq	23-617-962-7353	897717.0837000001
28	Supplier#000000028	GBhvoRh,7YIN V	10-538-384-8460	311086.2789
280	Supplier#000000280	MZAJPsr3TS62ocxtRc	21-536-349-7369	673416.7099
281	Supplier#000000281	A2sesSQAAj6wvPPKL X4caRp,O	10-553-675-3578	630109.9871
282	Supplier#000000282	Gh,k4vQQPzOyIA9ac9re5IjaV5LyXDtZX9O1kNG	18-420-459-8366	661638.1497999998
283	Supplier#000000283	MWLpGjjs1WoofKSoN7Lm0DXcSY5H4E9CeneF67ZQ	27-409-203-4267	433133.44139999995
284	Supplier#000000284	7NF0OkJazPIJ7l,LBSw3abv	25-955-684-2997	673291.4534
285	Supplier#000000285	Br7e1nnt1yxrw6ImgpJ7YdhFDjuBf	13-907-873-9658	817709.3606000001
286	Supplier#000000286	o80iAPvmwqM3WOA93pqBHT4Dsgy1rwG	20-459-893-8984	693955.7878
287	Supplier#000000287	7a9SP7qW5Yku5PvSg	13-484-626-4797	411090.2964
288	Supplier#000000288	8fUJhFrKTMmi5L	20-850-734-7789	356684.25310000003
289	Supplier#000000289	6Tua0IHqN0sod1Tpdax5hD0	26-396-901-4544	572709.9939
29	Supplier#000000029	658tEqXLPvRd6xpFdqC2	11-555-705-5922	565088.9515
290	Supplier#000000290	6Bk06GVtwZaKqg01	16-675-286-5102	536768.4413
291	Supplier#000000291	0qDDQst1b1bznHQh5jsmOq8nxf8Pz1Kn	10-404-519-2270	559952.657
292	Supplier#000000292	POEdp8d ug5bKQa,w4SAMaM2xna1ZtVk4z9loa	31-933-112-8506	506726.85749999987
293	Supplier#000000293	H2JnUWv1X3s0yI7i2tY5Vd0kd4f0	19-143-962-9484	578427.1298
294	Supplier#000000294	20vnacv,dtZ0mr5kukNf	28-299-788-1836	519079.44400000013
295	Supplier#000000295	gpm7fahY9j6YyTr Dozul	33-998-989-3147	839307.3485999998
296	Supplier#000000296	g,WJbekrbjAcpNtn2QRsWtYx2RNVk 9aY	24-250-680-5383	868284.2699000001
297	Supplier#000000297	gfVOI9aT2roNGEgc	11-562-493-7660	613560.1566999998
298	Supplier#000000298	oIB13yXjsqGSW	15-790-635-6692	676662.1215
299	Supplier#000000299	kvWv3MYn,Q2SqJlckBfhpWYmnSeRwg6	20-180-187-8847	931449.1888000002
3	Supplier#000000003	q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3	11-383-516-1199	208053.9848
30	Supplier#000000030	84NmC1rmQfO0fj3zkobLT	26-940-594-4852	719517.5945
300	Supplier#000000300	YU QZvXHJC7,ZspUPGwaIOa	12-468-732-4623	683168.8659
301	Supplier#000000301	YPFTsQOPRAGIlBw	14-434-699-9741	478030.33780000004
302	Supplier#000000302	ow8Io1JHkPnIAGCQYCWC	28-734-845-8630	914490.5454999998
303	Supplier#000000303	MCFk0WJH4O9Fj,m3as3bdIgnP4pe 8qPj,wfo	18-932-912-3102	521375.65450000006
304	Supplier#000000304	b4rSMq4y hBDMJgcNp	21-261-644-8980	421977.9121
305	Supplier#000000305	pKYTaixBtQ3AGJLwndRNxUlLUkXN667JT	27-607-328-4914	727627.5700000001
306	Supplier#000000306	T5EUviO4mqrGO6ruLcIoo29M5S	26-954-209-5690	803200.6623000002
307	Supplier#000000307	3wL9YHFIvddxzh3mwy6SSrpfmzKvwAGmXK	24-499-938-5607	693627.088
308	Supplier#000000308	mVY7rtoxj9uSqzAJIp TOWPsv080hbPbOStGZx	18-360-691-8400	694280.5337999999
309	Supplier#000000309	gT84r,AFSrZQpiSCnE02B3QK	12-950-744-5100	902509.4627999999
31	Supplier#000000031	fRJimA7zchyApqRLHcQeocVpP	26-515-530-4159	654194.3803000001
310	Supplier#000000310	I5Mw,rGgWQOFVotMHUmVjH	10-119-372-1062	861217.7384000001
311	Supplier#000000311	yjGDnCKi4Wmtim H3n9p	32-445-679-8585	507640.9861
312	Supplier#000000312	8XYqBq S,OWbSp9Y2qGBWEV4hH l7ywxk	23-829-479-5202	739694.8171000001
313	Supplier#000000313	9xrpKrwr9,Jgvm5q rGkZePkpsH5xEXZnuLJug	19-648-945-5128	773136.7782999999
314	Supplier#000000314	CW6uXfPdJ6lmcJ	32-389-335-6770	759219.7699
315	Supplier#000000315	HRLhxvqBP,f,NjeUiT	12-574-691-2832	748640.3449
316	Supplier#000000316	uXJ13cI7fXByGLBoQ8VU9AT	10-382-551-5105	761137.4158999999
317	Supplier#000000317	EwuMPFkb3IrSqitX8ddgxy QWhXxeM4RoOu2d	27-131-276-7910	745014.6064999999
