ALGERIA	FRANCE	1000
ALGERIA	FRANCE	1001
ALGERIA	FRANCE	1010
ALGERIA	FRANCE	1021
ALGERIA	FRANCE	1025
ALGERIA	FRANCE	1028
ALGERIA	FRANCE	1030
ALGERIA	FRANCE	1031
ALGERIA	FRANCE	1041
ALGERIA	FRANCE	1046
ALGERIA	FRANCE	1051
ALGERIA	FRANCE	1059
ALGERIA	FRANCE	1060
ALGERIA	FRANCE	1061
ALGERIA	FRANCE	1064
ALGERIA	FRANCE	1065
ALGERIA	FRANCE	1067
ALGERIA	FRANCE	1074
ALGERIA	FRANCE	1077
ALGERIA	FRANCE	1078
ALGERIA	FRANCE	1079
ALGERIA	FRANCE	1080
ALGERIA	FRANCE	1083
ALGERIA	FRANCE	1084
ALGERIA	FRANCE	1088
ALGERIA	FRANCE	1095
ALGERIA	FRANCE	1097
ALGERIA	FRANCE	1099
ALGERIA	FRANCE	1100
ALGERIA	FRANCE	1105
ALGERIA	FRANCE	1115
ALGERIA	FRANCE	1117
ALGERIA	FRANCE	1120
ALGERIA	FRANCE	1125
ALGERIA	FRANCE	1128
ALGERIA	FRANCE	1136
ALGERIA	FRANCE	1140
ALGERIA	FRANCE	1142
ALGERIA	FRANCE	1146
ALGERIA	FRANCE	1148
ALGERIA	FRANCE	1155
ALGERIA	FRANCE	1156
ALGERIA	FRANCE	1166
ALGERIA	FRANCE	1170
ALGERIA	FRANCE	1172
ALGERIA	FRANCE	1174
ALGERIA	FRANCE	1175
ALGERIA	FRANCE	1176
ALGERIA	FRANCE	1178
ALGERIA	FRANCE	1183
ALGERIA	FRANCE	1190
ALGERIA	FRANCE	1193
ALGERIA	FRANCE	1196
ALGERIA	FRANCE	1201
ALGERIA	FRANCE	1202
ALGERIA	FRANCE	1208
ALGERIA	FRANCE	1215
ALGERIA	FRANCE	1216
ALGERIA	FRANCE	1220
ALGERIA	FRANCE	1221
ALGERIA	FRANCE	1224
ALGERIA	FRANCE	1226
ALGERIA	FRANCE	1229
ALGERIA	FRANCE	1234
ALGERIA	FRANCE	1238
ALGERIA	FRANCE	1239
ALGERIA	FRANCE	1249
ALGERIA	FRANCE	1250
ALGERIA	FRANCE	1251
ALGERIA	FRANCE	1253
ALGERIA	FRANCE	1267
ALGERIA	FRANCE	1277
ALGERIA	FRANCE	1280
ALGERIA	FRANCE	1283
ALGERIA	FRANCE	1287
ALGERIA	FRANCE	1289
ALGERIA	FRANCE	1290
ALGERIA	FRANCE	1292
ALGERIA	FRANCE	1296
ALGERIA	FRANCE	1299
ALGERIA	FRANCE	1304
ALGERIA	FRANCE	1305
ALGERIA	FRANCE	1310
ALGERIA	FRANCE	1311
ALGERIA	FRANCE	1312
ALGERIA	FRANCE	1313
ALGERIA	FRANCE	1318
ALGERIA	FRANCE	1326
ALGERIA	FRANCE	1331
ALGERIA	FRANCE	1332
ALGERIA	FRANCE	1340
ALGERIA	FRANCE	1342
ALGERIA	FRANCE	1350
ALGERIA	FRANCE	1352
ALGERIA	FRANCE	1355
ALGERIA	FRANCE	1358
ALGERIA	FRANCE	1363
ALGERIA	FRANCE	1379
ALGERIA	FRANCE	1386
ALGERIA	FRANCE	1390
ALGERIA	FRANCE	1392
ALGERIA	FRANCE	1393
ALGERIA	FRANCE	1395
ALGERIA	FRANCE	1396
ALGERIA	FRANCE	1397
ALGERIA	FRANCE	1398
ALGERIA	FRANCE	1399
ALGERIA	FRANCE	1401
ALGERIA	FRANCE	1405
ALGERIA	FRANCE	1408
ALGERIA	FRANCE	1412
ALGERIA	FRANCE	1415
ALGERIA	FRANCE	1416
ALGERIA	FRANCE	1422
ALGERIA	FRANCE	1429
ALGERIA	FRANCE	1431
ALGERIA	FRANCE	1433
ALGERIA	FRANCE	1435
ALGERIA	FRANCE	1438
ALGERIA	FRANCE	1439
ALGERIA	FRANCE	1444
ALGERIA	FRANCE	1445
ALGERIA	FRANCE	1450
ALGERIA	FRANCE	1451
ALGERIA	FRANCE	1454
ALGERIA	FRANCE	1457
ALGERIA	FRANCE	1459
ALGERIA	FRANCE	1462
ALGERIA	FRANCE	1467
ALGERIA	FRANCE	1475
ALGERIA	FRANCE	1477
ALGERIA	FRANCE	1483
ALGERIA	FRANCE	1484
ALGERIA	FRANCE	1493
ALGERIA	FRANCE	1494
ALGERIA	FRANCE	1495
ALGERIA	FRANCE	1497
ALGERIA	FRANCE	1500
ALGERIA	FRANCE	1508
ALGERIA	FRANCE	1509
ALGERIA	FRANCE	1510
ALGERIA	FRANCE	1513
ALGERIA	FRANCE	1517
ALGERIA	FRANCE	1518
ALGERIA	FRANCE	1520
ALGERIA	FRANCE	1521
ALGERIA	FRANCE	1522
ALGERIA	FRANCE	1526
ALGERIA	FRANCE	1528
ALGERIA	FRANCE	1532
ALGERIA	FRANCE	1533
ALGERIA	FRANCE	1535
ALGERIA	FRANCE	1540
ALGERIA	FRANCE	1546
ALGERIA	FRANCE	1547
ALGERIA	FRANCE	1551
ALGERIA	FRANCE	1554
ALGERIA	FRANCE	1556
ALGERIA	FRANCE	1561
ALGERIA	FRANCE	1563
ALGERIA	FRANCE	1565
ALGERIA	FRANCE	1569
ALGERIA	FRANCE	1571
ALGERIA	FRANCE	1574
ALGERIA	FRANCE	1576
ALGERIA	FRANCE	1578
ALGERIA	FRANCE	1580
ALGERIA	FRANCE	1594
ALGERIA	FRANCE	1596
ALGERIA	FRANCE	1597
ALGERIA	FRANCE	1598
ALGERIA	FRANCE	1599
ALGERIA	FRANCE	1600
ALGERIA	FRANCE	1602
ALGERIA	FRANCE	1603
ALGERIA	FRANCE	1612
ALGERIA	FRANCE	1616
ALGERIA	FRANCE	1618
ALGERIA	FRANCE	1620
ALGERIA	FRANCE	1625
